study_id,cycle,d_round_2,p_round_2,d_round_3,p_round_3,d_round_4,p_round_4,d_round_5,p_round_5,d_round_6,p_round_6,d_round_7,p_round_7,d_round_8,p_round_8,d_round_9,p_round_9,d_round_10,p_round_10,d_round_11,p_round_11,d_round_12,p_round_12,d_round_13,p_round_13,d_round_14,p_round_14,d_round_15,p_round_15,d_round_16,p_round_16,d_round_17,p_round_17,d_round_18,p_round_18,d_round_19,p_round_19,d_round_20,p_round_20,d_round_21,p_round_21,d_round_22,p_round_22,d_round_23,p_round_23,d_round_24,p_round_24,d_round_25,p_round_25,d_round_26,p_round_26,d_round_27,p_round_27,d_round_28,p_round_28,d_round_29,p_round_29,d_round_30,p_round_30,round_1,round_2,round_3,round_4,round_5,round_6,round_7,round_8,round_9,round_10,round_11,round_12,round_13,round_14,round_15,round_16,round_17,round_18,round_19,round_20,round_21,round_22,round_23,round_24,round_25,round_26,round_27,round_28,round_29,round_30
Arana_1,single nudge,0.903323789,4.64e-05,0.495045222,0.029808894,0.219812006,0.413176151,0.316462164,0.193105147,0.316462164,0.193105147,0.495045222,0.029808894,0.537583628,0.017489974,0.316462164,0.193105147,0.537583628,0.017489974,0.407714442,0.080118314,0.268927315,0.286934882,0.702622462,0.001613578,0.579519006,0.010006316,0.059510796,1,0.219812006,0.413176151,0.407714442,0.080118314,0.495045222,0.029808894,0.620947264,0.005583617,0.495045222,0.029808894,0.451796269,0.049516819,0.362658403,0.126155842,0.579519006,0.010006316,0.495045222,0.029808894,0.451796269,0.049516819,0.316462164,0.193105147,0.579519006,0.010006316,0.407714442,0.080118314,0.316462164,0.193105147,0.702622462,0.001613578,0.12,0.52,0.32,0.2,0.24,0.24,0.32,0.34,0.24,0.34,0.28,0.22,0.42,0.36,0.14,0.2,0.28,0.32,0.38,0.32,0.3,0.26,0.36,0.32,0.3,0.24,0.36,0.28,0.24,0.42
Bamberg_1,single nudge,0.679673819,0.065663192,0.810841241,0.018202109,0.927295218,0.004940107,1.034319313,0.001290034,0.810841241,0.018202109,0.810841241,0.018202109,0.679673819,0.065663192,0.74758435,0.034610558,0.870499814,0.009520083,0.74758435,0.034610558,0.870499814,0.009520083,0.74758435,0.034610558,1.085278204,0.000647357,0.810841241,0.018202109,0.679673819,0.065663192,0.981765357,0.002538687,0.605491903,0.124909824,0.74758435,0.034610558,0.870499814,0.009520083,0.74758435,0.034610558,0.870499814,0.009520083,0.927295218,0.004940107,0.870499814,0.009520083,0.605491903,0.124909824,0.74758435,0.034610558,0.74758435,0.034610558,0.605491903,0.124909824,0.870499814,0.009520083,0.679673819,0.065663192,0,0.111111111,0.155555556,0.2,0.244444444,0.155555556,0.155555556,0.111111111,0.133333333,0.177777778,0.133333333,0.177777778,0.133333333,0.266666667,0.155555556,0.111111111,0.222222222,0.088888889,0.133333333,0.177777778,0.133333333,0.177777778,0.2,0.177777778,0.088888889,0.133333333,0.133333333,0.088888889,0.177777778,0.111111111
Bamberg_2,single nudge,0.636514133,0.000311027,0.636514133,0.000311027,0.663589354,0.000169127,0.716973861,4.8e-05,0.43683233,0.014762008,0.609146382,0.000564014,0.524963925,0.003086795,0.406347559,0.024084087,0.496085476,0.005281894,0.242297571,0.210576221,0.310622394,0.093966599,0.242297571,0.210576221,0.406347559,0.024084087,0.43683233,0.014762008,0.169100702,0.428870493,0.310622394,0.093966599,0.310622394,0.093966599,0.276988287,0.142224031,0.343325899,0.060824013,0.524963925,0.003086795,0.375204406,0.038622239,0.406347559,0.024084087,0.406347559,0.024084087,0.13017061,0.587263165,0.343325899,0.060824013,0.276988287,0.142224031,0.343325899,0.060824013,0.242297571,0.210576221,0.343325899,0.060824013,0.075949367,0.316455696,0.316455696,0.329113924,0.35443038,0.227848101,0.303797468,0.265822785,0.215189873,0.253164557,0.151898734,0.17721519,0.151898734,0.215189873,0.227848101,0.126582278,0.17721519,0.17721519,0.164556962,0.189873418,0.265822785,0.202531646,0.215189873,0.215189873,0.113924051,0.189873418,0.164556962,0.189873418,0.151898734,0.189873418
Bamberg_3,single nudge,0.430479758,0.014982894,0.545127215,0.001827881,0.430479758,0.014982894,0.459890734,0.00905932,0.400478901,0.024382027,0,1,0.238913736,0.211299547,0.369822385,0.039010973,0.12838822,0.587746352,0.238913736,0.211299547,0.12838822,0.587746352,0.238913736,0.211299547,0.12838822,0.587746352,0.166769994,0.429511566,0.045474806,1,0.203534141,0.305156978,0.045474806,1,0.273094278,0.142896701,0.203534141,0.305156978,0.273094278,0.142896701,0.045474806,1,0.12838822,0.587746352,0.203534141,0.305156978,0.12838822,0.587746352,0.045474806,1,0,1,0.12838822,0.587746352,0.166769994,0.429511566,0.203534141,0.305156978,0.074074074,0.222222222,0.271604938,0.222222222,0.234567901,0.209876543,0.074074074,0.148148148,0.197530864,0.111111111,0.148148148,0.111111111,0.148148148,0.111111111,0.12345679,0.086419753,0.135802469,0.086419753,0.160493827,0.135802469,0.160493827,0.086419753,0.111111111,0.135802469,0.111111111,0.086419753,0.074074074,0.111111111,0.12345679,0.135802469
Bohm_1,single nudge,0.316166804,0.042038237,0.204143352,0.187665145,0.19639307,0.204882226,-0.017239095,0.911179049,0.212280063,0.170763599,-0.018749389,0.903435268,-0.133581119,0.387914881,0.164915746,0.286724603,0.088501269,0.567046643,0.0214962,0.889374187,-0.213544307,0.168246803,-0.067693963,0.661445344,0.010950491,0.943509406,-0.300634602,0.053074714,-0.236592553,0.127113776,-0.137702855,0.373461691,-0.154853685,0.317053869,-0.346042686,0.026245741,-0.138041441,0.372296666,-0.043525278,0.778236769,-0.042331304,0.784165874,-0.12471852,0.420112499,-0.290697058,0.061328181,-0.292796154,0.059500908,-0.150407464,0.331144746,-0.35426508,0.022963977,-0.356151586,0.022241308,-0.405293798,0.009434245,-0.344141873,0.02707968,34.78571429,38.75,37.48809524,37.3452381,34.57142857,37.41666667,34.53571429,33.16666667,36.8452381,35.92857143,35.07142857,31.97619048,33.9047619,34.92857143,31.11904762,31.67857143,33.02380952,32.75,30.4047619,32.96428571,34.23809524,34.25,33.08333333,30.97619048,30.92857143,32.67857143,29.86904762,29.97619048,29.46428571,30.19047619
Broman_1,single nudge,0.047141711,0.514162565,-0.009301877,0.942980484,-0.036978611,0.618802639,0.023433992,0.773121963,-0.050695828,0.478551203,-0.036978611,0.618802639,-0.032388756,0.669447382,-0.086915944,0.205623752,-0.018564764,0.83045388,-0.064337527,0.358356529,-0.082415416,0.231499901,-0.055251264,0.436142622,-0.041559645,0.570001897,-0.109311273,0.107436793,-0.149209934,0.026272286,-0.009301877,0.942980484,-0.113769736,0.09328894,-0.073391888,0.290166241,-0.095895165,0.160408432,0.00934218,0.942733868,-0.086915944,0.205623752,-0.100374108,0.140879479,-0.064337527,0.358356529,-0.109311273,0.107436793,-0.027789931,0.72174881,-0.082415416,0.231499901,-0.073391888,0.290166241,-0.073391888,0.290166241,-0.068868628,0.323057886,0.710359408,0.731501057,0.706131078,0.693446089,0.720930233,0.687103594,0.693446089,0.695560254,0.670190275,0.701902748,0.680761099,0.67230444,0.684989429,0.691331924,0.65961945,0.640591966,0.706131078,0.657505285,0.67653277,0.665961945,0.714587738,0.670190275,0.66384778,0.680761099,0.65961945,0.697674419,0.67230444,0.67653277,0.67653277,0.678646934
Broman_2,single nudge,0.549013244,7.549999999999999e-30,0.076898156,0.103924253,0.007283008,0.915461111,0.199421097,1.83e-05,0.191045953,4.05e-05,0.126093276,0.006986987,0.199421097,1.83e-05,0.171737986,0.000226541,0.056685262,0.235979801,0.12082981,0.009793993,0.131378089,0.004918552,0.188267891,5.24e-05,0.105163532,0.02495488,0.118205956,0.011538617,0.079444511,0.092636561,0.066757127,0.160051685,0.115587289,0.013549868,0.210686271,5.97e-06,0.171737986,0.000226541,0.207859217,7.94e-06,0.007283008,0.915461111,0.126093276,0.006986987,0.036739537,0.453492269,0.105163532,0.02495488,0.105163532,0.02495488,0.134028628,0.00410596,-0.02166704,0.673711082,0.009717665,0.873398457,0.071818842,0.129689127,0.75209205,0.940376569,0.784518828,0.755230126,0.832635983,0.829497908,0.804393305,0.832635983,0.822175732,0.776150628,0.802301255,0.806485356,0.828451883,0.796025105,0.80125523,0.785564854,0.780334728,0.800209205,0.836820084,0.822175732,0.835774059,0.755230126,0.804393305,0.767782427,0.796025105,0.796025105,0.807531381,0.742677824,0.756276151,0.782426778
Broman_3,single nudge,0.211643621,1.2e-05,-0.227222876,2.16e-06,-0.179916204,0.00018022,-0.07748,0.113926437,-0.108772822,0.024836452,-0.04535228,0.368838582,-0.030444604,0.560695903,-0.071703583,0.144777661,-0.147533724,0.0021905,-0.074595273,0.128614724,-0.086093137,0.077823606,-0.062985982,0.202951236,-0.065899015,0.181866518,-0.125522621,0.009369779,-0.158409208,0.000993216,-0.152981957,0.001482813,-0.08895074,0.068146352,-0.122745791,0.011099453,-0.128293666,0.007887922,-0.062985982,0.202951236,-0.195844716,4.5e-05,-0.171888124,0.000348443,-0.144801612,0.002651793,-0.103141053,0.033611764,-0.108772822,0.024836452,-0.086093137,0.077823606,-0.227222876,2.16e-06,-0.150260489,0.00180464,-0.182582629,0.000143932,0.848115299,0.915742794,0.758314856,0.77827051,0.819290466,0.807095344,0.831485588,0.837028825,0.821507761,0.791574279,0.820399113,0.815964523,0.824833703,0.823725055,0.800443459,0.78713969,0.789356984,0.814855876,0.801552106,0.799334812,0.824833703,0.771618625,0.781596452,0.792682927,0.809312639,0.807095344,0.815964523,0.758314856,0.790465632,0.777161863
Bruns_1,single nudge,1.722314621,3.77e-21,1.362798722,2.58e-15,1.454426935,6.43e-17,1.417883105,3.04e-16,1.324567768,1.11e-14,1.417883105,3.04e-16,1.39878521,5.98e-16,1.423353602,2.31e-16,1.441044395,1.19e-16,1.388541504,9.99e-16,1.402157337,5.65e-16,1.378037209,1.43e-15,1.441044395,1.19e-16,1.441044395,1.19e-16,1.400411621,5.83e-16,1.441044395,1.19e-16,1.441044395,1.19e-16,1.409117196,4.22e-16,1.364707376,2.48e-15,1.416181734,3.13e-16,1.416181734,3.13e-16,1.395299598,7.53e-16,1.402157337,5.65e-16,1.441044395,1.19e-16,1.441044395,1.19e-16,1.424971523,2.25e-16,1.369491305,1.95e-15,1.432167325,1.66e-16,1.402157337,5.65e-16,3.670588235,5.658823529,5.176470588,5.223529412,5.223529412,5.141176471,5.223529412,5.188235294,5.211764706,5.235294118,5.211764706,5.211764706,5.188235294,5.235294118,5.235294118,5.2,5.235294118,5.235294118,5.211764706,5.188235294,5.211764706,5.211764706,5.211764706,5.211764706,5.235294118,5.235294118,5.223529412,5.176470588,5.223529412,5.211764706
Camilleri_1,single nudge,0.40480202,0.001222373,0.100596478,0.481914116,0.195789645,0.133033332,0.361104667,0.004045038,0.067758044,0.669737438,0.211245541,0.102797415,-0.127329668,0.3604139,-0.186548471,0.160539395,-0.08957968,0.547733243,-0.017436748,1,-0.249614759,0.055181408,-0.317708868,0.013835487,-0.294356484,0.022814689,-0.186548471,0.160539395,-0.341816142,0.008039662,-0.249614759,0.055181408,-0.317708868,0.013835487,-0.207094474,0.11603786,-0.294356484,0.022814689,-0.271680559,0.036150001,-0.249614759,0.055181408,-0.419712898,0.001182983,-0.341816142,0.008039662,-0.249614759,0.055181408,-0.317708868,0.013835487,-0.317708868,0.013835487,-0.419712898,0.001182983,-0.294356484,0.022814689,-0.392690898,0.002359025,0.212765957,0.397163121,0.255319149,0.29787234,0.375886525,0.241134752,0.304964539,0.163120567,0.141843972,0.177304965,0.205673759,0.120567376,0.09929078,0.106382979,0.141843972,0.092198582,0.120567376,0.09929078,0.134751773,0.106382979,0.113475177,0.120567376,0.070921986,0.092198582,0.120567376,0.09929078,0.09929078,0.070921986,0.106382979,0.078014184
Camilleri_2,single nudge,0.074210624,0.594458512,-0.398276102,0.000619336,-0.385713289,0.000924183,-0.219301301,0.065973674,-0.206175339,0.085167514,-0.192989031,0.108788073,-0.042950324,0.797282091,-0.153035755,0.212725498,-0.153035755,0.212725498,-0.258347121,0.028788674,-0.335191694,0.004137713,-0.23236997,0.050569031,-0.284129246,0.015718216,-0.23236997,0.050569031,-0.335191694,0.004137713,-0.23236997,0.050569031,-0.245384294,0.038355711,-0.192989031,0.108788073,-0.042950324,0.797282091,-0.245384294,0.038355711,-0.245384294,0.038355711,-0.206175339,0.085167514,-0.322482612,0.005866626,-0.206175339,0.085167514,-0.112417544,0.377939162,-0.166422592,0.171934349,-0.258347121,0.028788674,-0.309737453,0.008232782,-0.309737453,0.008232782,0.757763975,0.788819876,0.571428571,0.577639752,0.658385093,0.664596273,0.670807453,0.739130435,0.689440994,0.689440994,0.639751553,0.602484472,0.652173913,0.627329193,0.652173913,0.602484472,0.652173913,0.645962733,0.670807453,0.739130435,0.645962733,0.645962733,0.664596273,0.608695652,0.664596273,0.708074534,0.683229814,0.639751553,0.614906832,0.614906832
Camilleri_3,single nudge,-0.109418296,0.442988955,0.562498178,5.97e-06,0.303084084,0.016274141,0.258060023,0.042580758,0.165424975,0.210763153,0.347423926,0.005601391,0.347423926,0.005601391,0.303084084,0.016274141,-0.188852853,0.154147532,-0.20977553,0.110322148,0.149583062,0.263522922,0.463149775,0.000198246,-0.035404679,0.881442189,0.273151669,0.031267532,0.101229313,0.477633676,0.258060023,0.042580758,0.303084084,0.016274141,0.227601003,0.076188389,0.317934159,0.011537232,0.212222972,0.100082685,0.258060023,0.042580758,0.288158105,0.022690375,0.362071879,0.003836666,0.227601003,0.076188389,0.391193501,0.001739973,0.303084084,0.016274141,0.273151669,0.031267532,0.288158105,0.022690375,-0.428832026,0.000927248,0.204225352,0.161971831,0.464788732,0.338028169,0.316901408,0.274647887,0.35915493,0.35915493,0.338028169,0.133802817,0.126760563,0.267605634,0.415492958,0.190140845,0.323943662,0.246478873,0.316901408,0.338028169,0.302816901,0.345070423,0.295774648,0.316901408,0.330985915,0.366197183,0.302816901,0.38028169,0.338028169,0.323943662,0.330985915,0.063380282
Camilleri_4,single nudge,1.061009661,8.54e-16,-0.100550653,0.428671363,-0.08807855,0.49699948,0.064038431,0.644812953,0.103062866,0.417270193,0.076990928,0.563767035,0.142633671,0.243730051,0.076990928,0.563767035,0.19639922,0.099733929,0.169361001,0.160092342,0,1,0.038286223,0.818324565,-0.012680951,1,0.169361001,0.160092342,0.051137776,0.72999345,0.038286223,0.818324565,0.103062866,0.417270193,0.18283934,0.127221628,0.142633671,0.243730051,0.23760947,0.04411635,0.129377446,0.295092618,0.210044678,0.077099872,0.210044678,0.077099872,0.169361001,0.160092342,0.23760947,0.04411635,0.19639922,0.099733929,0.265570194,0.023760052,0.251537913,0.032628506,0.210044678,0.077099872,0.617283951,0.981481481,0.567901235,0.574074074,0.648148148,0.666666667,0.654320988,0.685185185,0.654320988,0.709876543,0.697530864,0.617283951,0.635802469,0.611111111,0.697530864,0.641975309,0.635802469,0.666666667,0.703703704,0.685185185,0.728395062,0.679012346,0.716049383,0.716049383,0.697530864,0.728395062,0.709876543,0.740740741,0.734567901,0.716049383
Catlin_1,single nudge,-1.506991542,3.66e-05,-0.062034966,0.838180137,0.658241109,0.038144323,0.25149316,0.410549613,2.748104581,1.59e-09,0.544617186,0.080774247,1.986425059,1.16e-06,1.880194042,2.31e-06,1.419864285,0.000106597,2.362112535,7.26e-08,1.738716726,9.03e-06,2.171440387,3.66e-07,1.141202518,0.001064137,1.279577597,0.000358217,1.533006767,4.81e-05,1.256445397,0.00043129,1.613117087,2.51e-05,1.210201682,0.000623503,1.033168054,0.00252418,0.91082111,0.006476668,1.238670345,0.00047651,1.098486733,0.00148487,1.441538293,9.78e-05,1.321832782,0.000254317,1.32281657,0.00025319,0.996507911,0.003351103,1.737190295,8.45e-06,1.802016574,5.79e-06,1.063158932,0.001990742,40.63636364,22.95454545,39.31818182,62.5,46.81818182,137.2727273,54.54545455,166.1363636,139,143.8636364,185.2272727,204.0909091,256.7727273,192.7272727,290.6818182,331.0909091,304.7727273,252.5,309.4545455,305.6818182,232.7272727,153.8636364,168.8636364,251.3636364,252.7272727,273.8636364,247.7272727,165,254.3181818,254.5454545
Demarque_1,single nudge,3.237708854,1.37e-16,0.944507214,0.000847743,1.753373445,2.33e-08,1.409904115,2.46e-06,1.924531187,1.71e-09,1.083323566,0.000157686,0.652392339,0.016979331,0.694208067,0.011114701,0.845952751,0.002379599,0.104746297,0.691520048,0,1,0.364931215,0.170629738,0.465800565,0.081936382,-0.182269302,0.490768785,-0.566192977,0.035960848,-0.550721753,0.041226183,-1.024085683,0.000269034,-0.965792514,0.000576238,-0.774878588,0.004848147,-0.671348088,0.013615677,-1.156780366,5.76e-05,-1.149449486,6.1e-05,-1.610896015,9.85e-08,-1.065372778,0.000167305,-1.458916655,1.05e-06,-1.355468533,3.66e-06,-1.358284729,3.89e-06,-1.313008571,7.11e-06,-1.313008571,7.11e-06,2.517241379,5.137931034,3.448275862,3.965517241,3.724137931,4,3.482758621,3.137931034,3.103448276,3.275862069,2.586206897,2.517241379,2.793103448,2.862068966,2.379310345,2.068965517,2.068965517,1.793103448,1.75862069,1.896551724,2,1.586206897,1.620689655,1.413793103,1.724137931,1.379310345,1.551724138,1.482758621,1.517241379,1.517241379
Demarque_2,single nudge,1.415091191,1.74e-08,0.730617114,0.001423738,0.652351679,0.00423964,0.249653941,0.26175317,-0.237066957,0.286831231,0.09365744,0.672787123,0,1,-0.342639601,0.124901649,-0.124752022,0.573933559,-0.300974856,0.177327517,-0.068986027,0.755614842,0.169894655,0.444114056,-0.282244014,0.205353743,-0.513328172,0.023007663,-0.237066957,0.286831231,-0.668759287,0.003395992,-0.613414085,0.006935608,-0.872674869,0.000172265,-0.642188809,0.004761775,-1.039297538,1.11e-05,-0.912678773,9.49e-05,-1.125698224,2.48e-06,-1.389787834,1.86e-08,-1.254043333,2.24e-07,-1.661093466,7.09e-11,-1.404664343,1.18e-08,-1.404664343,1.18e-08,-1.48319959,2.79e-09,-1.342576721,4.46e-08,2.804878049,4.024390244,3.317073171,3.317073171,2.975609756,2.609756098,2.87804878,2.804878049,2.56097561,2.707317073,2.56097561,2.756097561,2.926829268,2.585365854,2.390243902,2.609756098,2.292682927,2.341463415,2.170731707,2.341463415,2.048780488,2.097560976,1.975609756,1.780487805,1.926829268,1.707317073,1.87804878,1.87804878,1.756097561,1.829268293
Demarque_3,single nudge,0.932276834,6.68e-05,0.902711425,0.000103149,0.812853257,0.000422892,0.732601279,0.001383457,0.902711425,0.000103149,0.902711425,0.000103149,0.902711425,0.000103149,0.731866713,0.001385457,0.693145754,0.002392946,0.659984662,0.003771815,0.902711425,0.000103149,0.902711425,0.000103149,0.902711425,0.000103149,0.902711425,0.000103149,0.812853257,0.000422892,0.902711425,0.000103149,0.902711425,0.000103149,0.902711425,0.000103149,0.812853257,0.000422892,0.819323573,0.000382183,0.902711425,0.000103149,0.812853257,0.000422892,0.902711425,0.000103149,0.693145754,0.002392946,0.819323573,0.000382183,0.902711425,0.000103149,0.812853257,0.000422892,0.772334468,0.000772742,0.812853257,0.000422892,2.87804878,3.365853659,3.292682927,3.268292683,3.243902439,3.292682927,3.292682927,3.292682927,3.219512195,3.219512195,3.219512195,3.292682927,3.292682927,3.292682927,3.292682927,3.268292683,3.292682927,3.292682927,3.292682927,3.268292683,3.243902439,3.292682927,3.268292683,3.292682927,3.219512195,3.243902439,3.292682927,3.268292683,3.243902439,3.268292683
Demarque_4,single nudge,0.682237899,0.012043597,0.480311159,0.072824644,0.392562553,0.140582039,-0.055540252,0.833274798,-0.385108155,0.148153799,-0.573068255,0.033307752,-0.84155175,0.002299906,-1.233162461,1.77e-05,-0.986313004,0.000434675,-1.749210604,1.26e-08,-1.317526752,6.15e-06,-1.716087108,2.47e-08,-1.653974662,6.52e-08,-1.938548444,1.02e-09,-2.019066208,2.84e-10,-1.896238219,1.69e-09,-1.892573241,2.35e-09,-1.821846751,5.48e-09,-2.215463349,1.77e-11,-2.285026178,7.12e-12,-1.866954001,3.21e-09,-3.175780804,5.04e-17,-2.18486403,2.64e-11,-3.347712881,7.54e-18,-2.71091219,1.48e-14,-3.253366259,1.34e-17,-2.383172924,3.09e-12,-2.18486403,2.64e-11,-3.253366259,1.34e-17,2.172413793,2.551724138,2.482758621,2.413793103,2.137931034,1.931034483,1.827586207,1.586206897,1.448275862,1.482758621,1.137931034,1.275862069,1,1,0.862068966,0.862068966,0.931034483,0.827586207,0.931034483,0.724137931,0.655172414,0.862068966,0.413793103,0.75862069,0.344827586,0.586206897,0.310344828,0.448275862,0.75862069,0.310344828
Demarque_5,single nudge,2.920713748,3.96e-18,1.908800922,1.82e-11,1.977442476,5.38e-12,1.913224321,1.6e-11,2.077691305,1.02e-12,2.077691305,1.02e-12,2.054065051,1.36e-12,2.077691305,1.02e-12,1.79933914,1.03e-10,1.85259258,4.43e-11,2.014661781,2.76e-12,1.849040563,4.96e-11,2.007853106,3.32e-12,2.077691305,1.02e-12,2.007853106,3.32e-12,2.007853106,3.32e-12,2.077691305,1.02e-12,2.054065051,1.36e-12,2.007853106,3.32e-12,2.007853106,3.32e-12,2.077691305,1.02e-12,2.045679531,1.69e-12,1.972050288,6.28e-12,1.913224321,1.6e-11,2.054065051,1.36e-12,1.825611865,6.8e-11,2.085727666,8.21e-13,1.792413044,1.28e-10,2.045679531,1.69e-12,2.87804878,5.219512195,4.512195122,4.512195122,4.487804878,4.56097561,4.56097561,4.512195122,4.56097561,4.414634146,4.463414634,4.512195122,4.487804878,4.536585366,4.56097561,4.536585366,4.536585366,4.56097561,4.512195122,4.536585366,4.536585366,4.56097561,4.536585366,4.536585366,4.487804878,4.512195122,4.43902439,4.536585366,4.463414634,4.536585366
Demarque_6,single nudge,1.525430087,3.13e-07,0,1,-0.378205753,0.156647903,-0.509728925,0.057613431,-0.059039155,0.822969657,-1.572624771,1.61e-07,-1.236615311,1.97e-05,-1.294698888,9.76e-06,-0.772539304,0.004973986,-0.509728925,0.057613431,-1.849613871,3.68e-09,-1.130854006,7.27e-05,-2.068826188,1.23e-10,-1.239472721,2e-05,-1.434977349,1.82e-06,-1.658493727,9.98e-08,-1.239472721,2e-05,-1.474851948,8.65e-07,-1.849613871,3.68e-09,-2.086055369,2.19e-10,-1.410640807,1.94e-06,-1.856953382,4.57e-09,-2.194567397,4.34e-11,-2.623815906,7.41e-14,-2.239357715,2.83e-11,-2.278017016,2.76e-11,-2.727631266,2.27e-14,-2.654231808,5.32e-14,-2.770592315,1.35e-14,2.275862069,3.103448276,2.275862069,2,1.965517241,2.24137931,1.413793103,1.482758621,1.413793103,1.75862069,1.965517241,1.172413793,1.586206897,1.172413793,1.448275862,1.24137931,1.068965517,1.448275862,1.310344828,1.172413793,0.896551724,1.379310345,1.068965517,0.862068966,0.724137931,0.793103448,0.655172414,0.620689655,0.689655172,0.586206897
Demarque_7,single nudge,-0.894264981,0.000145778,-0.698430296,0.002226712,-0.71370852,0.001795803,-0.806293522,0.000479245,-0.925934138,7.18e-05,-0.999233453,2.11e-05,-1.515774184,1.37e-09,-0.81743139,0.00039281,-0.874501094,0.000163175,-0.874501094,0.000163175,-0.874501094,0.000163175,-0.89443946,0.000118204,-0.868671752,0.000177816,-1.170075744,1.08e-06,-1.53140973,1.12e-09,-1.538547294,1.01e-09,-1.246974479,2.45e-07,-1.647226233,1.08e-10,-1.704558492,3.66e-11,-1.62613696,1.42e-10,-1.190101342,7.17e-07,-1.820891115,3e-12,-1.704558492,3.66e-11,-1.704558492,3.66e-11,-1.868538859,1.11e-12,-1.783057481,6.89e-12,-1.883936418,1.1e-12,-1.910672333,4.45e-13,-2.238500283,5.42e-16,2.512195122,2,1.975609756,1.975609756,1.853658537,1.804878049,1.756097561,1.365853659,1.926829268,1.853658537,1.853658537,1.853658537,1.853658537,1.87804878,1.585365854,1.292682927,1.268292683,1.585365854,1.219512195,1.146341463,1.365853659,1.609756098,1.12195122,1.146341463,1.146341463,1.097560976,1.12195122,0.975609756,1.097560976,0.87804878
Demarque_8,single nudge,0.333318867,0.13561717,0.141014324,0.524996198,-0.18869604,0.395478226,-0.635109196,0.005171629,-0.22760116,0.305908202,-0.275683507,0.215720492,-0.396470414,0.076415233,-0.22760116,0.305908202,-0.234811629,0.291003767,-0.62741197,0.005713084,-0.945329551,5.14e-05,-1.059796651,7.39e-06,-0.789270999,0.000600318,-1.003361103,1.95e-05,-1.177076751,8.98e-07,-1.343976107,3.85e-08,-1.035132,1.15e-05,-1.40736503,1.14e-08,-1.087334499,4.51e-06,-1.304387101,8.34e-08,-1.52300348,1.25e-09,-1.728526794,1.79e-11,-1.167808154,1.2e-06,-1.087088534,4.51e-06,-1.598417474,2.54e-10,-1.5578957,5.76e-10,-1.520900806,1.17e-09,-1.905381068,5.92e-13,-1.343976107,3.85e-08,2.463414634,2.658536585,2.56097561,2.341463415,2.048780488,2.317073171,2.292682927,2.195121951,2.317073171,2.317073171,2.024390244,1.829268293,1.780487805,1.926829268,1.756097561,1.634146341,1.585365854,1.707317073,1.463414634,1.707317073,1.536585366,1.341463415,1.268292683,1.536585366,1.731707317,1.341463415,1.365853659,1.43902439,1.048780488,1.585365854
Dickerson_1,single nudge,1.10762579,0.001845486,0.805919942,0.017527113,0.906616955,0.00841986,0.877955239,0.010456984,0.8591193,0.011851061,0.894063574,0.009149109,0.933525675,0.006920692,0.898365718,0.008941923,0.861701327,0.011723118,0.897283467,0.008935227,0.88153083,0.010098404,0.883713943,0.009982041,0.888697226,0.009725228,0.876741792,0.010557889,0.889090283,0.009608823,0.860657452,0.011788599,0.876192154,0.010521394,0.870465097,0.010883297,0.845990513,0.012987077,0.858152792,0.011913294,0.847887255,0.012781091,0.863599383,0.01143129,0.840231155,0.013708195,0.862168973,0.011658296,0.8480936,0.012876239,0.850792625,0.012729165,0.855007644,0.012260857,0.836766775,0.013966244,0.848264084,0.012864402,309,273.5,283,279.75,280.75,281.15,280,278.95,280,281.2,279.9,280.5,280.5,280.5,280.8,280.35,281.2,280.7,280.75,281.5,281.15,281.4,280.95,281.9,281.15,281.55,281.6,281.35,281.9,281.55
Dickerson_2,single nudge,1.573060184,5.65e-05,1.142252502,0.0013659,1.228390045,0.000738311,1.115396901,0.001753911,1.158451375,0.001282986,1.173474583,0.001096163,1.18521289,0.001035935,1.212722005,0.000805583,1.106821959,0.001861816,1.12322737,0.001722186,1.156947809,0.001280774,1.089761447,0.002156676,1.130938018,0.001522531,1.085464347,0.002169511,1.130529203,0.001514481,1.101447697,0.00194819,1.077393857,0.002313695,1.068843112,0.002472704,1.075472176,0.002350102,1.058704668,0.002662426,1.07879881,0.00228337,1.045206244,0.002950095,1.030037802,0.003334773,1.034931294,0.003197573,1.040083638,0.003061882,1.028654158,0.003357371,1.026533555,0.0034128,1.024710175,0.003464056,1.034633791,0.003202224,312.85,277,286,284.4,286.9,286.05,285.45,285.4,284.55,287.05,287,286,287.55,286.4,287.45,286.35,287.2,287.65,287.85,287.7,288.05,287.6,288.35,288.75,288.6,288.45,288.75,288.8,288.85,288.6
