study_id,cycle,d_round_2,p_round_2,d_round_3,p_round_3,d_round_4,p_round_4,d_round_5,p_round_5,d_round_6,p_round_6,d_round_7,p_round_7,d_round_8,p_round_8,d_round_9,p_round_9,d_round_10,p_round_10,d_round_11,p_round_11,d_round_12,p_round_12,d_round_13,p_round_13,d_round_14,p_round_14,d_round_15,p_round_15,d_round_16,p_round_16,d_round_17,p_round_17,d_round_18,p_round_18,d_round_19,p_round_19,d_round_20,p_round_20,d_round_21,p_round_21,d_round_22,p_round_22,d_round_23,p_round_23,d_round_24,p_round_24,d_round_25,p_round_25,d_round_26,p_round_26,d_round_27,p_round_27,d_round_28,p_round_28,d_round_29,p_round_29,d_round_30,p_round_30,round_1,round_2,round_3,round_4,round_5,round_6,round_7,round_8,round_9,round_10,round_11,round_12,round_13,round_14,round_15,round_16,round_17,round_18,round_19,round_20,round_21,round_22,round_23,round_24,round_25,round_26,round_27,round_28,round_29,round_30
Larrick_1,3 repeated nudge,0.41683605,0.015439229,0.339836909,0.051319904,0,1,0.314193073,0.073375714,0.080530453,0.737505511,-0.082898296,0.730104361,0.133242213,0.506005813,-0.169020212,0.379984828,0.080530453,0.737505511,0.106968731,0.616572575,-0.775207149,7.3e-06,-0.826494821,1.76e-06,-0.85215554,8.42e-07,-0.981316125,1.58e-08,-0.929409945,8.21e-08,-0.955310583,3.63e-08,-0.981316125,1.58e-08,-1.060157441,1.14e-09,-1.007445681,6.7e-09,-1.060157441,1.14e-09,-1.140687894,6.71e-11,-1.168019761,2.5e-11,-1.168019761,2.5e-11,-1.195642105,9.05e-12,-1.22358619,3.2e-12,-1.195642105,9.05e-12,-1.22358619,3.2e-12,-1.22358619,3.2e-12,-1.22358619,3.2e-12,0.333333333,0.538461538,0.5,0.333333333,0.487179487,0.371794872,0.294871795,0.397435897,0.256410256,0.371794872,0.384615385,0.512820513,0.487179487,0.474358974,0.41025641,0.435897436,0.423076923,0.41025641,0.371794872,0.397435897,0.371794872,0.333333333,0.320512821,0.320512821,0.307692308,0.294871795,0.307692308,0.294871795,0.294871795,0.294871795
Lofgren_2,3 repeated nudge,0.531678669,0.001782652,0.032452904,1,-0.140477642,0.506555169,0.064083328,0.839488436,0,1,-0.219710781,0.251037069,0,1,-0.06781306,0.8303136,-0.033380265,1,-0.262617763,0.160100295,0.626473931,0.000404601,0.598670477,0.000731957,0.65391897,0.000220747,0.626473931,0.000404601,0.598670477,0.000731957,0.65391897,0.000220747,0.598670477,0.000731957,0.626473931,0.000404601,0.570471785,0.001306761,0.570471785,0.001306761,0.734424088,3.32e-05,0.626473931,0.000404601,0.626473931,0.000404601,0.626473931,0.000404601,0.626473931,0.000404601,0.681039042,0.000118887,0.65391897,0.000220747,0.65391897,0.000220747,0.626473931,0.000404601,0.175,0.4125,0.1875,0.125,0.2,0.175,0.1,0.175,0.15,0.1625,0.0875,0.2875,0.275,0.3,0.2875,0.275,0.3,0.275,0.2875,0.2625,0.2625,0.3375,0.2875,0.2875,0.2875,0.2875,0.3125,0.3,0.3,0.2875
Mertens_1,3 repeated nudge,0.082024398,0.657447817,-0.814298493,2.58e-08,-0.686812676,2.39e-06,-0.605386407,3.18e-05,-0.707557842,1.19e-06,-0.836365498,1.12e-08,-0.904369725,7.75e-10,-0.447792026,0.002196143,-0.625533444,1.72e-05,-0.585360941,5.76e-05,-0.416628812,0.005973963,-0.324463303,0.033027006,-0.354037644,0.019663932,-0.384704975,0.011135927,-0.324463303,0.033027006,-0.384704975,0.011135927,-0.354037644,0.019663932,-0.354037644,0.019663932,-0.324463303,0.033027006,-0.384704975,0.011135927,-0.416628812,0.005973963,-0.485127748,0.001434491,-0.450014802,0.003022138,-0.354037644,0.019663932,-0.450014802,0.003022138,-0.485127748,0.001434491,-0.416628812,0.005973963,-0.384704975,0.011135927,-0.354037644,0.019663932,0.653846154,0.692307692,0.259615385,0.317307692,0.355769231,0.307692308,0.25,0.221153846,0.432692308,0.346153846,0.365384615,0.096153846,0.125,0.115384615,0.105769231,0.125,0.105769231,0.115384615,0.115384615,0.125,0.105769231,0.096153846,0.076923077,0.086538462,0.115384615,0.086538462,0.076923077,0.096153846,0.105769231,0.115384615
Mertens_2,3 repeated nudge,0.728041856,1.61e-05,-0.336986437,0.054061735,-0.654030285,0.000171821,-0.501036425,0.003686875,-0.336986437,0.054061735,-0.079744642,0.738372528,-0.306501666,0.08181057,-0.189927228,0.307279973,-0.218370071,0.231160942,-0.793119753,8.49e-06,-0.230434656,0.217551547,-0.390734592,0.029266309,-0.390734592,0.029266309,-0.43683233,0.014762008,-0.43683233,0.014762008,-0.486618087,0.006790607,-0.347528619,0.053474728,-0.43683233,0.014762008,-0.43683233,0.014762008,-0.390734592,0.029266309,-0.541315189,0.002813757,-0.541315189,0.002813757,-0.486618087,0.006790607,-0.43683233,0.014762008,-0.541315189,0.002813757,-0.541315189,0.002813757,-0.486618087,0.006790607,-0.486618087,0.006790607,-0.486618087,0.006790607,0.367088608,0.721518987,0.215189873,0.101265823,0.151898734,0.215189873,0.329113924,0.227848101,0.278481013,0.265822785,0.063291139,0.139240506,0.088607595,0.088607595,0.075949367,0.075949367,0.063291139,0.101265823,0.075949367,0.075949367,0.088607595,0.050632911,0.050632911,0.063291139,0.075949367,0.050632911,0.050632911,0.063291139,0.063291139,0.063291139
Mertens_3,3 repeated nudge,0.025853037,1,-0.650017759,0.000118291,-0.539835173,0.00141562,-0.305205149,0.07986165,-0.997026853,7.62e-09,-0.707339051,2.85e-05,-0.566910394,0.000794984,-0.621969335,0.000230012,-0.892802133,1.7e-07,-0.460090531,0.006792551,-0.332909992,0.1219829,-0.23882386,0.276340441,-0.332909992,0.1219829,-0.332909992,0.1219829,-0.166153284,0.492394268,-0.049785757,1,-0.332909992,0.1219829,-0.104482859,0.743867172,-0.166153284,0.492394268,-0.104482859,0.743867172,-0.049785757,1,-0.104482859,0.743867172,-0.166153284,0.492394268,-0.166153284,0.492394268,-0.23882386,0.276340441,-0.23882386,0.276340441,-0.104482859,0.743867172,-0.049785757,1,-0.166153284,0.492394268,0.594936709,0.607594937,0.278481013,0.329113924,0.443037975,0.139240506,0.253164557,0.316455696,0.291139241,0.17721519,0.367088608,0.012658228,0.025316456,0.012658228,0.012658228,0.037974684,0.063291139,0.012658228,0.050632911,0.037974684,0.050632911,0.063291139,0.050632911,0.037974684,0.037974684,0.025316456,0.025316456,0.050632911,0.063291139,0.037974684
Mertens_4,3 repeated nudge,0.355461524,0.016690106,-0.628865982,1.57e-05,-0.607939896,2.97e-05,-0.607939896,2.97e-05,-0.649987225,8.1e-06,-0.566617163,9.95e-05,-0.692877414,2.01e-06,-0.328790968,0.026325945,-0.485742995,0.00086975,-0.193916821,0.208946513,-0.382609695,0.010875258,-0.411223629,0.006152782,-0.382609695,0.010875258,-0.44079797,0.003321423,-0.471465301,0.001705201,-0.44079797,0.003321423,-0.44079797,0.003321423,-0.354846862,0.018396319,-0.44079797,0.003321423,-0.503389138,0.000829601,-0.471465301,0.001705201,-0.471465301,0.001705201,-0.536775128,0.000380973,-0.411223629,0.006152782,-0.536775128,0.000380973,-0.471465301,0.001705201,-0.471465301,0.001705201,-0.503389138,0.000829601,-0.503389138,0.000829601,0.605769231,0.769230769,0.298076923,0.307692308,0.307692308,0.288461538,0.326923077,0.269230769,0.442307692,0.365384615,0.509615385,0.134615385,0.125,0.134615385,0.115384615,0.105769231,0.115384615,0.115384615,0.144230769,0.115384615,0.096153846,0.105769231,0.105769231,0.086538462,0.125,0.086538462,0.105769231,0.105769231,0.096153846,0.096153846
Mertens_5,3 repeated nudge,0.564878281,0.000826535,-0.302778368,0.085440499,-0.244539927,0.173431073,-0.60040315,0.000508476,-0.18804866,0.312020826,-0.244539927,0.173431073,-0.819289609,4.27e-06,-0.819289609,4.27e-06,-0.639333242,0.000224056,-0.723406114,3.58e-05,-0.486618087,0.006790607,-0.675656189,0.000332035,-0.602985614,0.00103494,-0.675656189,0.000332035,-0.675656189,0.000332035,-0.602985614,0.00103494,-0.541315189,0.002813757,-0.541315189,0.002813757,-0.602985614,0.00103494,-0.769742321,9.1e-05,-0.541315189,0.002813757,-0.769742321,9.1e-05,-0.995237347,2.07e-05,-0.995237347,2.07e-05,-0.602985614,0.00103494,-0.995237347,2.07e-05,-0.769742321,9.1e-05,-0.675656189,0.000332035,-0.769742321,9.1e-05,0.379746835,0.658227848,0.240506329,0.265822785,0.126582278,0.291139241,0.265822785,0.063291139,0.063291139,0.113924051,0.088607595,0.063291139,0.025316456,0.037974684,0.025316456,0.025316456,0.037974684,0.050632911,0.050632911,0.037974684,0.012658228,0.050632911,0.012658228,0,0,0.037974684,0,0.012658228,0.025316456,0.012658228
Mertens_6,3 repeated nudge,1.206559607,8.73e-16,0.322336919,0.031281083,0.382088426,0.009967239,0.302189882,0.044421718,0.199239398,0.203028998,0.156786488,0.333520069,0.199239398,0.203028998,0.281910698,0.06211631,-0.04791722,0.862868287,0.342362385,0.021692644,-0.146758358,0.37904112,-0.200082309,0.209091006,-0.173079175,0.286479057,-0.200082309,0.209091006,-0.173079175,0.286479057,-0.173079175,0.286479057,-0.200082309,0.209091006,-0.146758358,0.37904112,-0.227845142,0.146914482,-0.173079175,0.286479057,-0.256459076,0.099040281,-0.316700748,0.03915279,-0.316700748,0.03915279,-0.316700748,0.03915279,-0.256459076,0.099040281,-0.286033416,0.063821725,-0.256459076,0.099040281,-0.348624584,0.0227631,-0.286033416,0.063821725,0.211538462,0.778846154,0.355769231,0.384615385,0.346153846,0.298076923,0.278846154,0.298076923,0.336538462,0.192307692,0.365384615,0.163461538,0.144230769,0.153846154,0.144230769,0.153846154,0.153846154,0.144230769,0.163461538,0.134615385,0.153846154,0.125,0.105769231,0.105769231,0.105769231,0.125,0.115384615,0.125,0.096153846,0.115384615
Pichert_2,3 repeated nudge,1.84534889,4.97e-21,-0.07049423,0.829222388,0.033767296,1,0.365579431,0.042254021,0.280254031,0.129699178,0.161350677,0.430453106,0.161350677,0.430453106,0.280254031,0.129699178,0.06669991,0.838256486,0.06669991,0.838256486,1.88005954,1.2200000000000001e-21,0.10141056,0.679234445,0.196061327,0.318982376,0.226460933,0.236957882,0.196061327,0.318982376,0.226460933,0.236957882,0.196061327,0.318982376,0.196061327,0.318982376,0.196061327,0.318982376,0.165128104,0.419904385,1.617370147,4.17e-18,0.133600825,0.540291375,0.165128104,0.419904385,0.133600825,0.540291375,0.133600825,0.540291375,0.133600825,0.540291375,0.10141056,0.679234445,0.165128104,0.419904385,0.133600825,0.540291375,0.186666667,0.96,0.16,0.2,0.346666667,0.306666667,0.253333333,0.253333333,0.306666667,0.213333333,0.213333333,0.96,0.213333333,0.253333333,0.266666667,0.253333333,0.266666667,0.253333333,0.253333333,0.253333333,0.24,0.893333333,0.226666667,0.24,0.226666667,0.226666667,0.226666667,0.213333333,0.24,0.226666667
Yeomans_1,3 repeated nudge,-0.533481181,0.026592187,-0.203091807,0.481194981,-0.440399106,0.072382304,-0.203091807,0.481194981,-0.393680562,0.113245643,-0.299361843,0.249894818,-0.251533692,0.352683312,-0.203091807,0.481194981,-0.299361843,0.249894818,-0.153893183,0.634825412,0.346704847,0.171136651,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.346704847,0.171136651,0.242929173,0.368997382,0.192811663,0.50332596,0.192811663,0.50332596,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.242929173,0.368997382,0.192811663,0.50332596,0.242929173,0.368997382,0.294153096,0.25794331,0.242929173,0.368997382,0.744186047,0.488372093,0.651162791,0.534883721,0.651162791,0.558139535,0.604651163,0.627906977,0.651162791,0.604651163,0.674418605,0.744186047,0.697674419,0.697674419,0.697674419,0.697674419,0.697674419,0.744186047,0.697674419,0.674418605,0.674418605,0.697674419,0.697674419,0.697674419,0.697674419,0.697674419,0.674418605,0.697674419,0.720930233,0.697674419
Yeomans_2,3 repeated nudge,-0.357307829,0.257601382,-0.290734758,0.386476231,-0.077725116,1,-0.151532757,0.762368818,-0.077725116,1,0,1,-0.077725116,1,-0.077725116,1,-0.077725116,1,0.082909232,1,0.077725116,1,0.077725116,1,0.077725116,1,0,1,0,1,0.077725116,1,0,1,0.077725116,1,0.077725116,1,0,1,0,1,0,1,0.077725116,1,0,1,0.077725116,1,-0.073807641,1,-0.144589822,0.772829993,0.077725116,1,0,1,0.8125,0.65625,0.6875,0.78125,0.75,0.78125,0.8125,0.78125,0.78125,0.78125,0.84375,0.8125,0.8125,0.8125,0.78125,0.78125,0.8125,0.78125,0.8125,0.8125,0.78125,0.78125,0.78125,0.8125,0.78125,0.8125,0.75,0.71875,0.8125,0.78125
